Name	Score	Pentamer count	Pentamer position	AU-block position	Sequence length
RUNX1T1	3.3	3	1181 3294 4820	70...179 209...288 382...464 491...517 608...769 959...1011 1042...1106 1232...1352 1361...1403 1439...1477 1483...1577 1578...1685 1693...1751 1788...1827 2094...2134 2223...2393 2440...2474 2562...2599 2686...2717 2718...2760 3006...3141 3236...3291 3424...3475 3618...3675 3676...3758 4069...4121 4345...4410 4424...4558 4749...4792 4813...4864 5091...5154 5243...5274	5275
CTSK	1.3	1	543	448...590	591
TICRR	1	1	327	517...549 892...936	937
CTH	4.65	3	298 356 362	116...249 271...442	443
MEIOB	1.3	1	257	24...145 229...267	268
KDM6B	3.9	3	144 556 581	136...216 408...441 508...579 580...610 870...951 1006...1035 1228...1274	1275
C12orf60	2.3	2	136 706	28...99 143...319 349...467 468...591 592...737	742
HTRA3	0	0		934...971	975
SPTBN5	0	0			472
TOX	15.3	12	623 694 760 894 927 1048 1092 1165 1388 1681 1775 2074	79...123 161...232 237...272 347...802 803...925 926...1215 1646...1737 1757...1958 2017...2154 2249...2328	2329
MEI4	21.8	17	15 548 757 870 1562 1844 1903 1999 2173 2218 2395 2471 3265 3336 3421 3573 3597	29...208 237...1199 1558...1656 1742...1782 1833...1871 1891...1941 1951...2287 2332...2561 2562...2598 2867...2960 3127...3168 3169...3209 3239...3297 3317...3627	3628
PLEKHA1	10.1	8	358 399 486 1098 1958 2142 2177 2330	88...126 162...260 262...479 480...548 616...686 699...895 956...1212 1342...1380 1508...1684 1692...2004 2013...2132 2135...2325 2338...2415	2416
TAC1	5.4	3	16 86 90	0...53 70...275 276...318 443...551	552
ESR1	15.7	13	323 419 996 2020 2062 2121 2149 2679 2745 2917 3238 3301 3714	633...672 787...835 1592...1638 1801...2354 2359...2551 2593...2635 2669...2709 2722...2758 2797...2863 3227...3311 3346...3399 3420...3455 3702...3757 3775...3830 3831...3865 3973...4024 4275...4307	4308
PLEKHO2	2	2	741 917	837...881 2093...2118	2119
KCNN3	17.75	14	1141 1446 2166 2277 2355 5202 6720 6784 7103 7496 7871 8539 8547 9938	525...623 1275...1313 1942...1996 2269...2320 2535...2680 2702...2741 3012...3052 3177...3265 3338...3393 3589...3644 3830...3876 3877...3913 3914...4021 4049...4146 4200...4253 4326...4361 4432...4507 4673...4734 4781...4949 5202...5294 5553...5591 5592...5720 5915...5955 5986...6049 6096...6160 6412...6450 6552...6592 6705...6764 6768...6825 7048...7191 7315...7377 7487...7536 7830...8046 8061...8108 8419...8525 8533...8580 8581...8851 8931...8984 8985...9017 9454...9499 9740...9893 9923...10047 10448...10520	10521
KCNK1	9.65	7	341 350 375 381 497 812 943	55...181 223...266 300...340 362...454 457...585 599...753 760...868 903...981	982
FKBP5	8	6	924 968 980 1059 1695 2193	78...143 371...424 442...520 835...874 912...1170 1477...1581 1582...1640 1653...1749 1834...1875 2053...2131 2159...2244	2245
PFKFB3	9.2	5	1398 2316 2351 2355 2359	1461...1503 1899...1938 2169...2211 2287...2436 2530...2589	2590
CENPA	3.9	3	388 686 813	136...185 240...346 354...467 654...828	829
SPSB2	0	0		210...256	257
AGTR1	3.9	3	342 698 856	17...59 258...303 307...377 594...660 682...885	886
CILP2	1.3	1	433	430...458 617...642	643
NDFIP2	19.55	14	224 375 416 541 553 712 914 923 1238 1243 1340 1380 1420 1494	70...145 170...223 224...372 373...444 457...852 892...1192 1223...1582	1583
ABCB5	4.9	4	426 627 1222 1244	304...378 405...473 498...537 574...625 754...804 893...964 1008...1304	1305
CDCA7	5.2	4	316 444 884 1097	35...155 268...561 593...619 642...676 677...716 730...910 911...996 1096...1239	1240
IRS2	13.6	11	419 884 1568 1795 1902 2050 2063 2163 2389 2453 2638	227...316 321...380 686...761 794...907 988...1053 1056...1126 1132...1212 1213...1259 1438...1600 1663...1717 1748...1823 1981...2316 2428...2548 2576...2715 2723...2811 3155...3188 3319...3361 3402...3505 3542...3605	3606
NAPEPLD	3.9	3	202 551 648	35...193 198...372 424...705 707...768	919
USP2	2.6	2	802 1108	43...128 546...596 762...826 1102...1134 1586...1619	1620
CCNYL1	3.9	3	1733 2007 2413	84...144 203...247 297...390 415...467 547...650 657...794 824...853 867...957 1102...1149 1152...1213 1362...1404 1508...1554 1725...1836 1865...1981 2003...2046 2092...2211 2280...2475	2476
PIM3	4.8	4	451 496 508 808	492...544 728...769 892...952	953
ZSWIM6	11.9	8	459 599 633 695 924 1663 1766 1770	76...104 105...307 340...397 443...513 597...747 748...813 896...978 1069...1104 1121...1212 1234...1309 1325...1404 1405...1575 1616...1852	1853
TNFAIP8L1	7.7	5	1915 1919 2596 3069 3109	705...741 1015...1048 1154...1188 1332...1382 1504...1549 1903...1949 2074...2110 2186...2225 3054...3104 3105...3135	3138
TNFSF18	5.6	4	326 791 1342 1351	70...128 211...256 258...335 696...824 885...961 1023...1081 1123...1158 1235...1406	1407
GPR1	1.3	1	828	57...92 188...394 495...531 657...859	860
DENND5B	23.1	18	178 1611 2445 2970 3172 3625 3750 4045 4090 4335 4409 4498 4620 4701 4964 5080 5157 5321	173...328 358...390 521...580 581...649 707...886 1132...1164 1256...1329 1737...1771 1888...1962 2246...2280 2311...2349 2368...2525 2638...2679 2814...2861 2866...3008 3158...3244 3260...3292 3391...3483 3493...3531 3558...3815 4039...4175 4203...4313 4330...4546 4551...4763 4873...4920 4947...5300 5316...5379	5380
IQCD	1.3	1	97	83...131	132
IBA57	6.8	6	3750 3764 3989 5081 6196 6281	1963...2012 2136...2182 2461...2503 2895...2934 3063...3124 3200...3248 3568...3650 3732...3787 3805...3885 4224...4268 4269...4335 4470...4509 4634...4706 4877...4918 5018...5079 5133...5172 5290...5343 5424...5478 6287...6325 6331...6363 6537...6584 6658...6743	6744
MDM1	2.6	2	111 166	31...218 281...390	391
FOXN4	8.15	5	659 663 669 1036 1127	594...630 648...689	1691
SSUH2	1.3	1	252	192...276	468
SNCA	0	0		245...369	370
LRRC45	0	0			346
SRGN	0	0		29...279 280...449 478...520 563...690	691
CLIC5	1	1	1166	1307...1326	1327
TRIB1	1	1	520	357...407 758...865 1074...1137 1327...1389 1411...1459 1531...1610 1667...1706 1895...1933	1934
ADGRE2	9.2	8	266 475 1024 1069 2294 2593 3339 3720	0...34 261...307 414...529 630...688 959...1047 1089...1136 1304...1334 1621...1696 1697...1729 1862...1898 2004...2061 2174...2224 2510...2538 2637...2664 2674...2712 2903...2977 3077...3116 3381...3542 3561...3646 3718...3768 3804...3842	3843
YPEL1	11.8	9	799 993 1135 1752 2728 2870 3040 3049 3239	192...272 468...499 629...667 881...911 924...1017 1087...1177 1375...1422 1453...1517 1612...1658 1744...1775 2703...2759 2809...2963 3005...3079 3142...3260 3264...3360	3585
LRIG1	10	7	389 461 1114 1239 1355 1359 1452	182...355 754...793 807...845 859...918 1110...1171 1183...1222 1237...1316 1331...1465	1466
ITGB8	35.75	26	254 907 1655 1903 1907 2458 3014 3109 3148 3369 3615 3863 3868 3884 4023 4060 4217 4242 4344 4727 4843 4987 5222 5369 5593 5672	0...93 231...292 533...650 652...858 901...963 964...1053 1097...1193 1317...1355 1609...1752 1896...1968 2010...2066 2135...2180 2297...2385 2396...2602 2677...2833 2837...2896 2898...2999 3000...3091 3103...3286 3294...3336 3340...3418 3424...3495 3595...3688 3706...3833 3848...3932 3939...4107 4116...4264 4416...4671 4711...4775 4797...4891 4959...5624 5625...5756	5757
ZNF599	0	0		300...339	340
PER2	6.5	5	261 454 1203 1745 1953	105...157 188...241 244...286 436...505 511...560 720...763 764...823 1191...1230 1295...1355 1470...1510 1697...1773 1936...1994 2094...2202 2293...2336	2337
ICOSLG	0	0			56
CAMK1G	0	0		909...935	936
RNF43	3.6	3	1185 1238 1254	1220...1266	1267
PDE3A	21.6	17	69 347 357 784 1003 1518 1779 2328 2421 2463 3048 3073 3379 3503 3831 3900 3970	133...216 270...305 343...438 523...554 652...744 1432...1516 1517...1715 1765...1838 1839...1891 1905...2130 2131...2266 2267...2493 2539...2590 2706...2808 2810...2866 2983...3025 3033...3099 3132...3196 3206...3245 3288...3403 3438...3582 3737...3930 3967...4020 4067...4109	4110
ZKSCAN4	3.3	3	96 260 449	369...406 437...492	493
CDC20	0	0		15...73	74
C3orf80	4.65	3	744 750 1642	737...799 882...952 957...1178 1179...1279 1342...1503 1552...1603 1604...1833	1834
ZNF536	2.6	2	500 806	109...163 442...552 616...652 670...719 720...894	895
RASGEF1A	1	1	832	98...160 161...205 252...354 587...626 1393...1489 1564...1652 1683...1708	1709
CAND2	1.3	1	338	327...362 466...563 605...658 793...820	821
TRIM9	8.8	7	285 732 1052 1658 1679 1729 1821	271...362 388...434 719...774 875...938 1149...1190 1407...1504 1513...1603 1605...1752 1805...1847 1872...2028	2029
BCAR3	3.9	3	161 204 244	17...51 63...271 279...449	450
ZNF480	9.8	8	30 150 438 487 807 1177 1510 1584	78...271 334...393 422...486 630...663 693...766 783...971 1111...1149 1160...1201 1218...1341 1343...1378 1424...1610 1720...1800 1906...1999 2043...2138 2183...2248 2283...2368 2386...2432 2564...2672 2683...2727 3031...3063	3064
OSGEPL1	2.6	2	198 276	143...273 274...361 362...407 458...536	537
RPH3AL	1	1	233	577...619 739...779 1322...1366	1463
VEGFA	14.7	10	355 1232 1270 1314 1328 1453 1731 1735 1836 1906	298...336 344...497 1202...1416 1438...1480 1516...1808 1826...1924	1925
LIMS1	14.5	10	68 361 478 694 1040 1183 1187 1358 1779 1896	0...106 114...402 432...618 670...1245 1259...1314 1317...1386 1421...1504 1523...1735 1771...1823 1886...1934 2021...2055 2152...2183 2311...2452 2467...2495 2600...2640 2770...2855 2900...3040 3126...3159 3160...3238	3239
DNAJC12	1.3	1	305	61...416 420...450	451
SGMS1	7.8	6	196 243 660 700 794 852	84...143 179...264 291...336 342...404 492...946 971...1541	1542
PLEKHH2	10.4	8	652 1538 1559 1578 1991 2108 2162 2375	129...265 294...366 427...495 643...688 760...828 829...893 993...1033 1158...1197 1295...1419 1439...1652 1700...1754 1762...1872 1886...1947 1991...2018 2106...2388	2389
LAMA1	0	0		24...118 171...334	335
CSRNP1	8.2	5	149 153 439 452 1056	139...190 426...478 992...1046 1047...1085 1179...1199	1200
TRERF1	8.5	7	163 1315 1625 2450 2531 2732 3051	90...194 645...672 1054...1148 1161...1226 1709...1774 2043...2098 2099...2232 2238...2346 2435...2669 2719...2811 2820...2918 2919...3119	3120
TUBB3	1	1	135	214...292	293
FAM89A	3.6	3	241 497 835	265...304 489...527 544...590 591...647 661...708 738...797 820...904	905
MFAP3L	16.3	13	1541 1570 1767 1838 3020 3057 3104 3546 3616 3918 4273 4343 4450	356...412 424...512 632...667 669...707 745...788 820...856 887...988 1124...1162 1382...1422 1434...1533 1534...1630 1767...1810 1825...1878 1940...1980 2006...2122 2231...2271 2436...2481 2556...2608 2764...2826 2975...3161 3179...3296 3427...3481 3553...3641 3999...4208 4223...4501 4573...4775	4780
NDC80	0	0		2...60	61
SCARB1	0	0		888...953	954
PITPNM2	2.3	2	1475 1532	797...835 1521...1641 2108...2148	2547
C10orf10	1	1	1225	1009...1175	1263
SLC7A11	42.7999999999999	32	164 470 513 668 989 1156 1798 2015 2078 2125 2251 2395 2399 2436 2706 3062 3216 3925 4380 5084 5260 5694 6428 6759 6908 6939 6966 7053 7301 7394 7735 7829	53...257 341...502 503...580 581...618 639...1347 1451...1488 1616...1680 1681...1839 1840...2066 2069...2110 2111...2176 2195...2245 2246...2345 2383...2517 2542...2780 2822...3188 3368...3509 3517...3587 3611...3688 3778...3833 3853...4121 4122...4173 4174...4290 4291...4329 4332...4463 4479...4515 4614...4650 4779...4854 4860...5180 5257...5289 5392...5464 5634...5671 5672...5754 5806...6472 6486...6567 6680...6823 6843...6973 7040...7121 7281...7435 7486...7539 7665...7769 7774...7858	7859
AREG	7.45	4	203 207 214 229	3...40 102...268	269
TINAGL1	1.3	1	659	333...375 497...534 641...702	703
SLC31A2	1.3	1	923	538...584 593...658 892...961 966...1005 1038...1069 1084...1219	1220
ITGA2	18.9	15	506 560 689 1107 1166 2021 2076 2211 2765 3042 3263 3395 3459 3650 4006	60...155 208...265 270...530 543...606 725...783 1092...1158 1159...1287 1679...1790 1884...1921 2002...2097 2195...2235 2335...2373 2503...2617 2630...2685 2721...2760 3024...3215 3216...3294 3336...3542 3560...3626 3627...3684 3702...4179	4180
COL25A1	2.3	2	47 179	115...213	214
PAX2	4.1	2	1171 1175	1158...1228 1459...1532 1926...1969	1970
TFRC	15.4	12	627 704 873 884 1041 1114 1131 1649 1717 2074 2162 2633	189...268 654...690 703...792 865...955 957...1084 1085...1156 1212...1250 1254...1350 1618...1693 1705...1863 1923...1961 2112...2173 2256...2292 2373...2411 2530...2624 2625...2657	2658
MAST4	7.5	6	388 1384 1561 2382 2491 2528	200...269 270...314 349...436 518...694 978...1010 1054...1092 1111...1172 1265...1333 1375...1491 1544...1587 1588...1656 1685...1724 1835...1886 1889...1928 1938...2061 2147...2298 2432...2543	2544
CAMK2N1	3.9	3	88 452 1021	75...112 199...388 438...488 497...715 736...775 790...842 858...987 1008...1047 1095...1138 1162...1206 1224...1257	1258
SCEL	2.3	2	316 695	32...197 205...244 344...387 428...558 680...988	989
LRRC10B	0	0		1107...1140	1141
MYC	4.9	4	120 214 244 381	159...475	476
OSBPL6	0	0		29...92 115...165	213
FZD10	1	1	349	70...151 162...215 310...348 610...716 858...903 971...1050	1051
NTS	4.1	2	11 15	0...341 378...616	617
NR4A3	12.4	10	212 376 1058 1146 1333 1474 2141 2215 2516 2991	127...200 309...403 511...694 1034...1181 1247...1355 1406...1530 1573...2022 2148...2405 2447...2487 2488...2667 2692...2744 2972...3023	3024
MCTP2	0	0			39
KRT31	0	0		256...291	292
PELI1	11.9	8	31 128 410 772 1448 1807 1811 1967	16...63 102...183 209...303 304...340 387...471 573...648 649...718 719...1004 1182...1246 1290...1598 1606...1660 1661...1742 1746...2049	2050
KCNK12	4.6	4	400 663 890 2011	84...154 881...967 1148...1196 1413...1444 1997...2073 2346...2385 3292...3337 3735...3796 3869...3904 4159...4201 4238...4277 4291...4325	4326
PNPLA8	3.9	3	374 426 764	195...322 328...475 476...632 647...840	846
SOCS3	5.65	4	1232 1569 1575 1605	1267...1311 1379...1452 1556...1639	1640
ARAP3	1	1	194	302...332 359...401 503...548	549
NUMBL	0	0			434
ZC3H12C	36.4	27	115 190 259 520 626 695 709 986 1014 1635 1698 1759 2348 2352 3152 3342 3484 3532 3674 3686 4208 4431 4603 4634 5022 5240 5744	101...164 180...310 333...419 458...502 503...917 945...1030 1104...1177 1213...1301 1518...1856 1944...1983 2154...2192 2208...2387 2440...2472 2521...2584 2654...2727 3096...3249 3265...3312 3380...3588 3674...3787 3872...4043 4074...4147 4191...4228 4281...4556 4557...4861 4902...4957 4998...5187 5223...5264 5277...5403 5454...5553 5585...5625 5645...5716 5849...5988 6051...6103	6104
EVX1	1	1	564	850...886 1363...1399	1400
OIP5	2.3	2	118 276	132...306 386...485	486
CCNA2	3.9	3	278 888 1009	15...118 119...243 244...353 354...506 621...729 730...859 871...986 987...1117 1147...1192	1193
SLC35F3	6.2	5	120 466 744 935 997	107...146 182...225 390...490 736...829 920...993 1052...1150 1189...1267	1268
IGSF5	4.3	3	377 387 548	248...462 486...527 528...591 686...738	739
IGFL2	1	1	88	6...51 161...210	211
C19orf44	0	0			239
JOSD1	2	2	242 1008	565...608 725...763 862...923 1389...1418 2176...2223 2226...2302 2303...2358	2359
OTUB2	3.6	3	85 184 1312	67...122 170...224 561...615 2209...2252 2379...2456 2632...2701	3008
POU3F2	12.4	10	442 504 1372 1402 1661 1940 2357 2533 3107 3132	87...138 336...418 472...587 796...846 870...913 963...1017 1052...1080 1151...1199 1200...1303 1354...1388 1466...1515 1516...1691 1698...1967 2219...2353 2354...2504 2519...2656 2713...2878 2879...2911 3104...3264	3265
ALPK1	1	1	102	354...601	602
KDELR3	2	2	442 533	268...307 378...438 476...516 571...610 748...821 831...910	911
LRRC73	0	0			269
KLF9	9.8	8	694 1478 1638 2337 2507 2603 2750 2927	155...209 272...328 371...410 475...521 549...591 638...690 691...867 871...933 977...1085 1418...1468 1579...1661 1847...1899 1950...2079 2238...2495 2496...2794 3013...3178	3179
KLHL25	0	0		1670...1712	1713
TMEM187	0	0		238...302	347
LIN7B	2.3	2	44 65	58...86	87
TNFRSF13C	3.6	3	1377 1663 2980	314...348 369...434 557...596 698...735 849...895 1022...1060 1157...1194 1376...1458 2878...2915 2965...3004 3069...3146 3212...3343	3344
PCSK9	2.3	2	1111 1193	1176...1267	1268
GAL	2.6	2	74 129	48...87 119...187	188
HCN3	9.9	5	824 832 836 846 854	795...911 1076...1118 1355...1384	1385
ZBED8	1.3	1	76	1...318 408...448 449...507 518...557	558
APOBEC3F	0	0		279...327 450...499 742...790 915...1052	1215
CD86	2.6	2	272 464	15...62 265...293 301...382 458...557 1419...1466 1572...1601	1602
BTBD8	6.5	5	19 115 138 292 359	1...325 348...391	395
THAP3	0	0		465...487	488
LFNG	2	2	718 981	771...835 877...932	1215
PARS2	2.6	2	171 811	126...205 801...835	836
ACHE	1.3	1	55	41...79	220
ZDBF2	21.9	17	150 236 253 332 550 819 1274 1568 1649 1704 1862 2206 2348 2632 2641 2704 2816	36...75 94...543 642...681 765...857 982...1020 1120...1181 1182...1250 1266...1360 1461...1645 1686...1790 1791...1838 1842...1894 1907...2102 2103...2175 2194...2409 2410...2669 2670...2830	2831
TNFRSF12A	2.3	2	492 526	519...556	557
ZC3H11B	5.9	5	85 521 647 900 959	29...172 179...272 365...440 494...557 633...692 699...732 758...817 842...890 1158...1192 1197...1232	1298
HUNK	5.2	4	2554 2753 4330 4844	621...763 1738...1775 1921...1958 2092...2161 2523...2578 2708...2823 2827...2936 3062...3103 3576...3613 4026...4061 4178...4306 4319...4357 4450...4494 4517...4600 4844...4879	4880
EGR3	3.9	3	1131 1330 2520	868...902 1119...1168 1237...1282 1314...1556 1813...1942 2079...2152 2161...2196 2224...2311 2326...2706 2707...2750 2754...2813	2814
SEH1L	13.2	10	550 656 764 893 960 1301 1331 1524 1799 1812	152...241 252...343 355...634 641...789 821...1038 1043...1143 1217...1633 1798...1924 2080...2283	2284
FREM2	31.35	24	654 953 1065 1268 1776 1857 2294 2448 2464 2791 2820 2999 3088 3414 3679 3943 4220 4595 5014 5462 6022 6028 6080 6148	268...459 467...526 639...726 901...944 945...1040 1050...1120 1179...1221 1259...1308 1436...1511 1727...1812 1852...1913 2070...2099 2224...2336 2388...2660 2680...2750 2761...2840 2988...3039 3081...3146 3491...3710 3711...3884 4059...4141 4208...4685 4696...4860 4941...5224 5243...5295 5325...5646 5773...5809 5921...5960 5961...5991 6007...6056 6066...6265 6306...6343	6344
OASL	0	0		237...268	269
TNFAIP3	6.5	5	990 1017 1841 1878 1982	663...719 771...904 971...1054 1236...1288 1360...1399 1538...1578 1624...1685 1711...1905 1919...1992	1993
PSRC1	0	0		548...596	597
C20orf202	0	0		322...394 877...916 1095...1171	1172
RAPGEF4	11.8	9	58 564 610 638 810 935 980 989 1042	341...433 470...583 584...1119	1120
FOXO1	9.8	8	714 1082 1478 1571 1745 2581 2692 2936	93...162 240...281 282...322 365...439 443...486 591...665 666...876 880...1035 1076...1170 1543...1669 1670...1783 1844...1881 1919...1983 2005...2044 2150...2191 2264...2334 2504...2580 2600...2771 2896...3033 3233...3381	3382
ADAMTS17	0	0			258
KIF5C	10.6	8	1127 1579 1668 2692 2883 3190 3204 3285	70...112 415...553 554...704 960...1192 1193...1246 1249...1288 1528...1568 1569...1642 1651...1744 1899...2040 2144...2222 2257...2296 2328...2385 2443...2614 2615...2654 2678...2824 2840...3042 3164...3251 3274...3354 3436...3475 3573...3625 3632...3688	3689
DUSP10	5.4	3	892 896 959	65...195 216...283 349...410 576...669 670...714 761...987	988
MCL1	12.6	10	269 375 743 1134 1148 1551 1919 2054 2166 2194	365...416 420...466 539...627 628...900 921...992 1004...1101 1132...1227 1271...1315 1390...1541 1542...1578 1786...1823 2053...2107 2150...2191 2192...2295 2780...2818	2819
ALS2CR11	5.2	4	321 442 800 861	49...630 636...869	870
